data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,2018-09-17 01:40:24.060799,thanos::sroute:4cbbbb1f-cc23-4664-8360-5a14f337ef91,Carting,trip-153714842406053341,IND360510AAB,Bhanvad_Mainroad_D (Gujarat),IND360530AAB,Jamjodhpur_Court_D (Gujarat),2018-09-17 06:15:55.388663,2018-09-17 07:47:16.770427,91.0,False,26,2018-09-17 06:15:55.388663,26.148217286672715,80.0,25.0,28.1623,3.2,55.0,5.0,6.4673,11.0
training,2018-09-21 21:49:56.622732,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,Carting,trip-153756659662223928,IND322241AAA,Karauli_HnsChowk_D (Rajasthan),IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),2018-09-22 03:51:49.173004,2018-09-22 05:06:15.782020,74.0,True,18,2018-09-22 04:21:27,19.165971293373715,30.0,16.0,21.8979,1.875,9.0,7.0,9.926,1.2857142857142858
test,2018-09-27 23:14:48.027233,thanos::sroute:a38c33f3-b21b-4491-adaa-e4c52926144e,FTL,trip-153809008802696701,IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),IND246725AAB,Chandpur_NorprRD_D (Uttar Pradesh),2018-09-27 23:14:48.027233,2018-09-28 02:22:19.936570,187.0,True,44,2018-09-28 01:11:38,45.278971431009936,59.0,47.0,49.6501,1.25531914893617,26.0,22.0,24.0487,1.181818181818182
training,2018-09-17 12:26:24.842285,thanos::sroute:eb3db1d7-ad21-4411-af92-e639e315c118,Carting,trip-153718718484201521,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-17 12:26:24.842285,2018-09-17 18:37:19.935514,370.0,False,70,2018-09-17 15:13:23,70.62083654152673,199.0,97.0,91.8794,2.051546391752577,49.0,11.0,11.3672,4.454545454545454
training,2018-09-15 17:23:28.799888,thanos::sroute:f8968c72-5222-4d81-9eed-8a6d88f11652,FTL,trip-153703220879952753,IND581314AAA,Ankola_Kakrmath_D (Karnataka),IND403726AAA,Goa_Hub (Goa),2018-09-16 07:49:08.726344,2018-09-16 11:15:44.095731,206.0,True,44,2018-09-16 09:17:21,44.78498207756917,114.0,51.0,54.9302,2.235294117647059,46.0,26.0,28.7708,1.7692307692307692
training,2018-09-25 04:47:19.118751,thanos::sroute:a4bf93af-8105-4dff-818e-cb79ddd69761,FTL,trip-153785083911847873,IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-27 04:09:55.819341,2018-09-28 05:48:00.787658,1538.0,True,176,2018-09-27 11:29:57,176.94029133264314,290.0,175.0,218.3737,1.6571428571428573,35.0,16.0,22.664900000000003,2.1875
training,2018-09-17 06:00:08.162305,thanos::sroute:b4900a54-eb1b-4788-8733-e1c7e9bf6f55,Carting,trip-153716402227631285,IND401209AAA,Mumbai_Virar_DC (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),2018-09-17 08:17:50.634098,2018-09-17 09:42:31.685404,84.0,True,9,2018-09-17 09:15:55,13.492403351247429,20.0,11.0,16.581400000000002,1.818181818181818,20.0,11.0,16.581400000000002,1.818181818181818
training,2018-09-16 22:35:56.270415,thanos::sroute:5c7a6b39-c2d3-4676-bdf0-98bd7e657b06,Carting,trip-153713735627001237,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700026AAC,CCU_Lake Avenue_DPC (West Bengal),2018-09-16 22:35:56.270415,2018-09-17 00:56:19.723104,140.0,True,18,2018-09-16 23:43:22,19.24698905918874,57.0,31.0,28.6926,1.8387096774193548,28.0,13.0,15.7803,2.1538461538461537
test,2018-10-01 20:35:16.936252,thanos::sroute:32d7b4f2-b226-4919-a152-2fbd0d1bd99a,Carting,trip-153842611693598443,IND741123AAB,Chapra_NagarDPP_D (West Bengal),IND741126AAB,Nakashipara_MaxDPP_D (West Bengal),2018-10-02 02:42:33.326707,2018-10-02 04:23:12.799168,100.0,True,18,2018-10-02 03:49:53,19.74188598556724,30.0,15.0,21.6472,2.0,11.0,7.0,10.7442,1.5714285714285714
test,2018-09-27 23:12:48.472713,thanos::sroute:45b7c64a-4fdf-48e0-a984-963ad5037e5f,Carting,trip-153808996847246852,IND638401AAA,Sathyamangalam_Mlydpthr_D (Tamil Nadu),IND638452AAA,Gobicheti_Ward25_D (Tamil Nadu),2018-09-28 01:53:16.514679,2018-09-28 02:34:41.371505,41.0,True,9,2018-09-28 02:20:38,9.566927453253593,9.0,8.0,9.7495,1.125,9.0,8.0,9.7495,1.125
training,2018-09-21 05:11:44.833176,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,FTL,trip-153750670483274503,IND854326AAB,Purnia_Central_H_2 (Bihar),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-22 19:17:22.242888,2018-09-24 07:40:22.654928,2183.0,True,352,2018-09-23 21:41:20,353.230103255538,599.0,296.0,400.8364,2.0236486486486487,21.0,15.0,22.1684,1.4
training,2018-09-26 00:50:07.803484,thanos::sroute:64d4c6c9-ffb9-4794-b9f1-05f064c9dd0d,FTL,trip-153792300780310827,IND110037AAM,Delhi_Airport_H (Delhi),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-26 00:50:07.803484,2018-09-27 14:45:05.982254,2274.0,True,836,2018-09-26 13:24:36,836.2691541243296,1507.0,760.0,1006.3525,1.9828947368421053,33.0,19.0,27.9307,1.736842105263158
test,2018-10-03 04:51:11.487455,thanos::sroute:506c52ff-dc43-4c46-ba24-2b137a54be9e,Carting,trip-153854227148721071,IND402107AAA,Pen_BljiMrkt_D (Maharashtra),IND402109AAA,Roha_DataSagr_D (Maharashtra),2018-10-03 04:51:11.487455,2018-10-03 06:05:40.537471,74.0,False,30,2018-10-03 05:03:54,30.90022033411418,56.0,29.0,39.4559,1.9310344827586208,12.0,4.0,5.989,3.0
training,2018-09-25 20:51:48.760540,thanos::sroute:be1c03eb-fd2f-4455-a933-5e3d0857e027,FTL,trip-153790870876016701,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-25 20:51:48.760540,2018-09-27 10:35:18.062826,2263.0,True,66,2018-09-27 07:43:52,66.57188587342156,76.0,51.0,72.72030000000001,1.4901960784313726,30.0,18.0,25.7362,1.6666666666666667
training,2018-09-21 14:20:50.347852,thanos::sroute:5a4de5b6-dae8-4836-b764-491712d8bcea,Carting,trip-153753965034762258,IND000000ACT,Delhi_Gateway_HB (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-21 16:01:23.383063,2018-09-21 20:06:55.191798,245.0,True,9,2018-09-21 19:02:27,9.579748383417463,20.0,18.0,9.8564,1.1111111111111112,20.0,18.0,9.8564,1.1111111111111112
training,2018-09-15 08:24:09.546766,thanos::sroute:9825958b-b234-46f9-b1df-2302fd4dda69,Carting,trip-153699984954642233,IND000000AEM,Gurgaon_Bilaspur_RP (Haryana),IND110037AAB,Del_B_RPC (Delhi),2018-09-15 08:24:09.546766,2018-09-15 13:29:51.679896,305.0,True,27,2018-09-15 10:45:21,29.82772490940261,64.0,33.0,33.8198,1.9393939393939397,18.0,12.0,13.1377,1.5
training,2018-09-15 13:59:15.494372,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,trip-153701996256424406,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-15 13:59:15.494372,2018-09-17 20:14:49.760690,3255.0,True,814,2018-09-16 21:39:18,814.7140613830554,1354.0,796.0,1086.3645,1.701005025125628,50.0,19.0,27.572,2.631578947368421
test,2018-09-28 14:38:51.606594,thanos::sroute:f736bbd2-bccd-4649-a101-94b6a89ad5dc,FTL,trip-153814553160634216,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-28 14:38:51.606594,2018-09-29 11:33:58.779034,1255.0,True,132,2018-09-29 07:53:37,132.88838085006464,213.0,161.0,197.5045,1.3229813664596273,54.0,16.0,23.3007,3.375
test,2018-09-27 01:01:41.534663,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,trip-153801010153440785,IND422103AAC,Sinnar_Central_D_1 (Maharashtra),IND423601AAA,Kopargaon_NkshtrPz_D (Maharashtra),2018-09-27 02:41:04.862505,2018-09-27 04:07:18.124184,86.0,True,9,2018-09-27 03:45:20,10.097275556884451,20.0,10.0,13.1604,2.0,20.0,10.0,13.1604,2.0
training,2018-09-17 19:18:00.599315,thanos::sroute:19917b5d-0f5c-4192-8144-eeae5563cde2,FTL,trip-153721189658359419,IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),IND591237AAB,Nipani_AkkolRD_D (Karnataka),2018-09-17 19:18:00.599315,2018-09-17 23:52:33.097526,274.0,True,22,2018-09-17 23:15:56,23.232792701167615,25.0,19.0,25.295900000000003,1.3157894736842106,25.0,19.0,25.295900000000003,1.3157894736842106
training,2018-09-17 18:03:46.797328,thanos::sroute:3fb0388c-2a9a-4195-9a94-6f2cc80800d2,Carting,trip-153720743443149401,IND560043AAC,HBR Layout PC (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-17 18:03:46.797328,2018-09-17 19:21:54.669408,78.0,True,18,2018-09-17 18:21:22,18.026937546252416,49.0,28.0,27.1394,1.75,15.0,20.0,15.1255,0.75
test,2018-10-02 19:07:27.781966,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153850724778170196,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-10-03 08:50:19.716293,2018-10-05 10:03:32.388031,2953.0,True,792,2018-10-04 13:44:20,796.3985220619704,1219.0,733.0,946.8496,1.6630286493860846,59.0,18.0,26.5987,3.2777777777777777
test,2018-10-03 11:56:02.238688,thanos::sroute:31f30a93-0c05-4df1-a8b8-46efc98e358d,FTL,trip-153856776223839774,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND713205AAB,Durgapur_Central_I_1 (West Bengal),2018-10-03 11:56:02.238688,2018-10-03 17:21:47.456002,325.0,True,88,2018-10-03 14:40:17,88.10245761938725,157.0,66.0,93.8018,2.378787878787879,28.0,17.0,25.3598,1.6470588235294117
test,2018-09-30 01:00:34.183402,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,FTL,trip-153826923418313854,IND821115AAB,Sasaram_Central_I_2 (Bihar),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2018-09-30 19:01:17.612911,2018-10-01 06:10:30.659138,669.0,True,132,2018-10-01 03:17:32,132.7803902252638,164.0,103.0,146.03629999999998,1.5922330097087378,27.0,15.0,22.6722,1.8
training,2018-09-23 00:51:39.585402,thanos::sroute:15c921f8-8a40-44cc-95ac-59f93d25f780,FTL,trip-153766389958501131,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-23 00:51:39.585402,2018-09-24 18:40:24.587467,2508.0,False,1269,2018-09-23 03:46:00,1269.5534991019006,2326.0,1166.0,1638.061,1.994854202401372,64.0,17.0,15.4517,3.764705882352941
test,2018-10-01 19:53:30.357934,thanos::sroute:c2c1618b-1102-41d0-9cb3-fbcf5a0655ec,FTL,trip-153842361035769368,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),2018-10-01 19:53:30.357934,2018-10-02 01:56:16.762501,362.0,False,103,2018-10-01 21:32:31,103.12494763337664,213.0,99.0,127.4848,2.1515151515151514,32.0,13.0,16.8338,2.4615384615384617
training,2018-09-18 18:37:13.368420,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153729583336816598,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-18 18:37:13.368420,2018-09-20 22:55:18.136262,3138.0,True,990,2018-09-19 19:45:17,991.5254712176798,1610.0,901.0,1182.3618,1.7869034406215316,34.0,20.0,29.0503,1.7
training,2018-09-14 10:18:45.940530,thanos::sroute:6f20715d-5684-4595-a986-2836d48fc5b1,FTL,trip-153692032594030173,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-14 10:18:45.940530,2018-09-16 00:27:24.239333,2288.0,True,330,2018-09-15 15:54:07,331.3576301991084,501.0,292.0,394.9136,1.7157534246575343,69.0,19.0,27.0852,3.631578947368421
training,2018-09-13 22:03:46.177420,thanos::sroute:c89bcbd0-26ee-4dc1-b9e7-cea160959376,Carting,trip-153687622617715313,IND721212AAA,Ghatal_KrshDPP_D (West Bengal),IND712310AAE,Kolkata_North_I_4 (West Bengal),2018-09-14 05:12:25.148483,2018-09-14 09:27:49.650737,255.0,True,18,2018-09-14 07:42:09,18.52609720972246,29.0,16.0,22.4377,1.8125,13.0,7.0,10.2565,1.8571428571428568
training,2018-09-12 20:29:07.824669,thanos::sroute:c9277bb5-80ab-4483-9283-d0a71a41a158,Carting,trip-153678414782442249,IND000000ACT,Delhi_Gateway_HB (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-12 20:29:07.824669,2018-09-12 22:55:55.696259,146.0,True,27,2018-09-12 21:29:27,30.58400870695416,51.0,45.0,35.619,1.1333333333333333,19.0,14.0,14.5384,1.3571428571428572
test,2018-09-29 23:19:44.576993,thanos::sroute:30acdddb-5091-49c9-aa5f-c642e2576ab1,FTL,trip-153826318457675848,IND395023AAA,Surat_HUB (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2018-10-01 05:33:42.215486,2018-10-01 13:11:19.847738,457.0,True,22,2018-10-01 12:27:55,22.104277723493013,36.0,52.0,68.7649,0.6923076923076923,36.0,52.0,68.7649,0.6923076923076923
training,2018-09-26 20:19:19.121380,thanos::sroute:e866c00e-7bac-4648-aefb-bed86933f8ec,FTL,trip-153799315912101443,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),2018-09-26 20:19:19.121380,2018-09-27 20:14:00.989783,1434.0,True,462,2018-09-27 06:22:01,462.15481789004986,820.0,431.0,560.2249,1.902552204176334,53.0,27.0,38.8779,1.962962962962963
training,2018-09-24 12:00:27.818243,thanos::sroute:a4865515-71e9-4dc8-8bae-aec5a3645e4c,FTL,trip-153779042781798112,IND577522AAA,Challakere_Shivangr_D (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-25 03:59:34.829982,2018-09-25 07:46:35.544446,227.0,True,22,2018-09-25 07:03:45,22.251166640346224,39.0,29.0,29.3192,1.3448275862068966,39.0,29.0,29.3192,1.3448275862068966
training,2018-09-21 15:32:52.462828,thanos::sroute:f736bbd2-bccd-4649-a101-94b6a89ad5dc,FTL,trip-153754397246248405,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-21 15:32:52.462828,2018-09-22 12:19:37.133828,1246.0,True,286,2018-09-22 03:23:22,287.2446601171855,512.0,283.0,373.7746,1.8091872791519437,31.0,18.0,25.6263,1.7222222222222223
training,2018-09-16 03:23:02.287055,thanos::sroute:d44a95bc-1d78-49aa-a987-ea5763aa2cbe,FTL,trip-153706818243491326,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-16 03:23:02.287055,2018-09-17 11:22:35.896050,1919.0,False,1119,2018-09-16 06:22:09,1119.2746493959455,1729.0,1014.0,1361.1228,1.705128205128205,56.0,25.0,27.4435,2.24
test,2018-10-02 00:02:10.718124,thanos::sroute:9e556660-5a55-42dc-b668-acacd7f25ed0,FTL,trip-153843853071787350,IND283122AAB,Kirauli_AchneraRD_D (Uttar Pradesh),IND328001AAA,Dholpur_GtRoad_D (Rajasthan),2018-10-02 03:45:45.740918,2018-10-02 05:44:18.177356,118.0,True,44,2018-10-02 04:17:31,44.04436094314491,63.0,58.0,54.8797,1.0862068965517242,39.0,35.0,32.684400000000004,1.1142857142857143
training,2018-09-13 16:29:50.090881,thanos::sroute:3432389e-fab6-43c3-9ff6-e6aa0e787117,FTL,trip-153685619009049897,IND804452AAA,Masaurhi_Blockrd_D (Bihar),IND804420AAA,Jehanabad_Madarpur_D (Bihar),2018-09-13 19:20:36.197726,2018-09-13 20:23:25.040728,62.0,False,16,2018-09-13 19:20:36.197726,16.919652265163514,56.0,14.0,18.7021,4.0,56.0,14.0,18.7021,4.0
training,2018-09-26 02:15:08.411532,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,FTL,trip-153792810841115245,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-27 06:38:17.567611,2018-09-27 20:35:53.419518,837.0,False,382,2018-09-27 09:50:56,382.2434780593541,644.0,327.0,444.7897,1.9694189602446484,14.0,9.0,13.6019,1.5555555555555556
test,2018-09-27 17:56:30.269255,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153807099026900898,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-28 06:26:41.942371,2018-09-30 10:32:38.265353,3125.0,True,1012,2018-09-29 07:20:31,1018.1570536141572,1631.0,913.0,1199.5891,1.7864184008762325,24.0,16.0,22.7096,1.5
training,2018-09-12 14:02:18.313439,thanos::sroute:3def24ea-f80d-4d49-b450-720dc5d13d04,FTL,trip-153676093831317129,IND395023AAA,Surat_HUB (Gujarat),IND110037AAM,Delhi_Airport_H (Delhi),2018-09-12 14:02:18.313439,2018-09-13 22:02:56.036509,1920.0,True,572,2018-09-13 06:26:10,579.5332048475278,915.0,497.0,680.9444,1.841046277665996,69.0,29.0,40.9961,2.3793103448275863
training,2018-09-14 07:13:24.396869,thanos::sroute:6be6529b-f2ad-4714-b7ab-ac58f24711da,FTL,trip-153690920439662353,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-14 07:13:24.396869,2018-09-16 17:00:03.263746,3466.0,True,1628,2018-09-14 14:09:57,1629.337802143894,2977.0,1516.0,2066.7652,1.9637203166226915,37.0,18.0,25.9382,2.055555555555556
training,2018-09-22 14:00:07.663585,thanos::sroute:a9af5fc9-2972-4795-b7a7-9fd3cc07c942,FTL,trip-153762480766336369,IND152026AAA,Muktsar_DPC (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),2018-09-22 23:04:48.364516,2018-09-23 09:23:46.795606,618.0,True,66,2018-09-23 06:38:09,66.63532839910894,134.0,67.0,90.4969,2.0,45.0,27.0,36.5912,1.6666666666666667
test,2018-09-28 08:12:11.095804,thanos::sroute:9e82b6d4-e07b-4a74-bfe0-7c72f28a275f,FTL,trip-153812233109552722,IND184104AAA,Kathua_BOB_D (Jammu & Kashmir),IND181152AAA,Jammu_TrnptNgr_L (Jammu & Kashmir),2018-09-29 00:29:02.243884,2018-09-29 02:55:19.034354,146.0,True,22,2018-09-29 02:12:15,22.554569705298547,33.0,25.0,28.3696,1.32,33.0,25.0,28.3696,1.32
test,2018-09-28 22:28:39.141271,thanos::sroute:bd25fb25-8b4a-4da0-9e73-0d2b364567c0,Carting,trip-153817371914105573,IND563131AAA,Mulbagal_Sunku_D (Karnataka),IND563125AAB,Chintamani_Central_D_2 (Karnataka),2018-09-29 02:30:46.256284,2018-09-29 04:13:22.811018,102.0,True,9,2018-09-29 03:53:32,9.231257153441016,18.0,10.0,13.202,1.8,18.0,10.0,13.202,1.8
training,2018-09-18 15:21:15.259054,thanos::sroute:dcc580f7-5013-4aa9-afbc-4e84bcb4fb20,Carting,trip-153728407525879798,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-18 15:21:15.259054,2018-09-18 20:21:52.348595,300.0,True,45,2018-09-18 18:53:19,45.46711175657192,87.0,61.0,68.1016,1.4262295081967211,14.0,13.0,8.905100000000001,1.0769230769230769
training,2018-09-16 13:35:43.216755,thanos::sroute:ae5c430f-6153-48d1-8fe5-d5f0bbc68041,FTL,trip-153710494321650505,IND334001AAC,Bikaner_ITICollg_L (Rajasthan),IND334803AAA,Nokha_DeVDPP_D (Rajasthan),2018-09-17 01:57:53.622550,2018-09-17 03:33:20.973050,95.0,True,44,2018-09-17 02:39:18,44.16474365711457,54.0,37.0,53.2555,1.4594594594594594,30.0,19.0,27.7058,1.5789473684210529
training,2018-09-20 01:32:34.198951,thanos::sroute:e5f8f2f5-c05a-46d7-986e-46eaf324cefd,FTL,trip-153740715419869761,IND384265AAB,Patan_Central_D_2 (Gujarat),IND385320AAA,Bhabhar_TirupDPP_D (Gujarat),2018-09-20 02:58:20.309359,2018-09-20 04:52:25.945863,114.0,True,22,2018-09-20 04:13:55,24.9182714445683,38.0,35.0,29.9096,1.0857142857142856,38.0,35.0,29.9096,1.0857142857142856
training,2018-09-19 19:49:24.180860,thanos::sroute:27e9c98a-7465-43e6-ab0c-3d36b5b1958f,FTL,trip-153738656418059072,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-19 19:49:24.180860,2018-09-20 22:31:58.588458,1602.0,True,506,2018-09-20 09:22:17,507.38119391058,783.0,462.0,632.7827,1.6948051948051948,27.0,17.0,24.8936,1.588235294117647
test,2018-09-29 22:13:38.911680,thanos::sroute:be1c03eb-fd2f-4455-a933-5e3d0857e027,FTL,trip-153825921891127204,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-29 22:13:38.911680,2018-10-01 08:23:46.977596,2050.0,True,858,2018-09-30 12:31:54,858.0339061063108,1174.0,646.0,915.4614,1.8173374613003093,29.0,20.0,29.2997,1.45
test,2018-09-30 18:34:38.423308,thanos::sroute:6ec6ffaf-66fe-4853-b1b0-715b9348046e,Carting,trip-153833247842291775,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600116AAB,Chennai_Porur_DPC (Tamil Nadu),2018-09-30 18:34:38.423308,2018-09-30 22:34:50.606262,240.0,True,9,2018-09-30 22:17:31,10.052718588077507,15.0,9.0,10.5487,1.6666666666666667,15.0,9.0,10.5487,1.6666666666666667
training,2018-09-24 20:59:38.176278,thanos::sroute:6179b906-9144-4954-a926-919cf46f6248,Carting,trip-153782277817591613,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),2018-09-24 20:59:38.176278,2018-09-24 23:25:54.605112,146.0,True,9,2018-09-24 23:05:20,9.468759486074791,18.0,13.0,12.5544,1.3846153846153846,18.0,13.0,12.5544,1.3846153846153846
training,2018-09-22 19:48:32.800607,thanos::sroute:32d7b4f2-b226-4919-a152-2fbd0d1bd99a,Carting,trip-153764571280028614,IND741123AAB,Chapra_NagarDPP_D (West Bengal),IND741126AAB,Nakashipara_MaxDPP_D (West Bengal),2018-09-23 02:14:49.644031,2018-09-23 03:49:17.828642,94.0,True,18,2018-09-23 03:17:55,18.95824654482344,30.0,14.0,20.7159,2.142857142857143,12.0,7.0,10.7284,1.7142857142857142
training,2018-09-14 19:29:43.734891,thanos::sroute:cfb1778b-0d19-4eec-9420-d0144bf370df,FTL,trip-153695338373462399,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-16 00:12:26.656667,2018-09-16 09:09:51.125768,537.0,True,44,2018-09-16 08:03:56,45.1000030912312,56.0,36.0,49.3029,1.5555555555555556,26.0,17.0,25.2094,1.5294117647058822
training,2018-09-17 00:15:02.001019,thanos::sroute:a3d93ee5-c742-4751-8923-d560ece3b0c7,FTL,trip-153714330200063102,IND263139AAA,Haldwani_PiliKoti_D (Uttarakhand),IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),2018-09-17 02:04:44.114051,2018-09-17 15:35:39.750562,810.0,False,28,2018-09-17 02:17:18,28.3178378301716,44.0,40.0,35.1099,1.1,10.0,10.0,9.3337,1.0
training,2018-09-16 17:32:01.627011,thanos::sroute:c5d2b749-1f63-470b-ab9d-50735a1dadc4,FTL,trip-153711912162677873,IND673592AAA,SultnBthry_Kollgpra_D (Kerala),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-17 02:22:27.059371,2018-09-17 11:26:34.036548,544.0,True,88,2018-09-17 06:55:18,89.0839012013161,192.0,124.0,131.117,1.5483870967741935,34.0,33.0,27.0653,1.0303030303030305
training,2018-09-23 17:31:29.572664,thanos::sroute:5dd1132a-b8a0-4b55-9df1-08937607bb65,Carting,trip-153772388957242687,IND400072AAB,Mumbai Hub (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-09-23 17:31:29.572664,2018-09-23 19:23:01.555545,111.0,False,14,2018-09-23 18:13:55,14.369661763368317,47.0,20.0,22.3591,2.35,26.0,9.0,9.6118,2.888888888888889
training,2018-09-18 21:03:38.499198,thanos::sroute:095a600e-3b47-4e00-b27b-d95cc1def761,Carting,trip-153730461849885183,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-09-18 21:03:38.499198,2018-09-19 00:36:05.368541,212.0,True,18,2018-09-18 22:09:20,18.959548942280676,31.0,21.0,21.9584,1.4761904761904765,7.0,9.0,10.3791,0.7777777777777778
training,2018-09-17 01:21:48.446247,thanos::sroute:15c921f8-8a40-44cc-95ac-59f93d25f780,FTL,trip-153714730901907673,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 01:21:48.446247,2018-09-18 20:09:18.890692,2567.0,True,396,2018-09-18 05:06:01,397.9533787423464,877.0,372.0,520.5989000000001,2.35752688172043,61.0,19.0,28.1279,3.210526315789474
training,2018-09-16 20:46:07.450403,thanos::sroute:ed5b80be-7abf-424d-b8cd-d81556a74220,FTL,trip-153713076745016058,IND311302AAA,Badnaur_BhmrdDPP_D (Rajasthan),IND305624AAA,Bijainagar_Central_DPP_1 (Rajasthan),2018-09-17 06:15:57.922699,2018-09-17 10:25:27.349005,249.0,False,37,2018-09-17 06:27:22,37.347703328887626,234.0,33.0,46.3489,7.090909090909091,203.0,15.0,21.358,13.533333333333331
training,2018-09-12 11:49:03.918108,thanos::sroute:d4c1cb5b-d8ac-4f5a-b143-c4edcdc33895,FTL,trip-153675294391786238,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND760003AAB,Berhampur_Khajuria_I (Orissa),2018-09-12 11:49:03.918108,2018-09-12 18:21:50.338940,392.0,True,44,2018-09-12 16:53:53,44.26620435917662,78.0,49.0,58.8753,1.5918367346938775,44.0,22.0,31.1345,2.0
